wkt_geom;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq;distance;angle
Point (431716.32652394234901294 4581686.59716472402215004);431713.438;4581681.743;28.702;59.24;T00470A;N00285D;N00275B;1;Ciutat Vella;11390;235300;Plaça;Plaça Olles;9 <=> 9 B;1;Ciutat Vella;11550;235300;Plaça;Plaça Olles;5 <=> 7;20;30.757069446326778
Point (431714.68751445598900318 4581664.09922514576464891);431710.393;4581666.755;10.098;328.27;T15621W;N09694A;N00285D;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;8;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;7;0;301.7309689823608
Point (431706.1822448349557817 4581669.35853961389511824);431710.393;4581666.755;10.098;328.27;T15621W;N09694A;N00285D;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;8;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;7;10;301.7309689823608
Point (431705.55616401822771877 4581751.44442815985530615);431708.862;4581758.482;15.551;64.8;T00462A;N00304P;N00305Q;1;Ciutat Vella;11540;114305;Carrer;Carrer Esparteria;8 <=> 14;1;Ciutat Vella;11613;114305;Carrer;Carrer Esparteria;5 <=> 15;0;25.158221493518237
Point (431709.80735805258154869 4581760.49580094404518604);431708.862;4581758.482;15.551;64.8;T00462A;N00304P;N00305Q;1;Ciutat Vella;11540;114305;Carrer;Carrer Esparteria;8 <=> 14;1;Ciutat Vella;11613;114305;Carrer;Carrer Esparteria;5 <=> 15;10;25.158221493518237
Point (431703.69450966658769175 4581665.70431087352335453);431704.897;4581667.557;4.417;57.03;T00469H;N00286E;N00285D;1;Ciutat Vella;11380;235300;Plaça;Plaça Olles;10 - 11;1;Ciutat Vella;11550;235300;Plaça;Plaça Olles;3 - 4;0;32.97101556663425
Point (431690.34461706090951338 4581814.15963944979012012);431702.659;4581796.366;44.808;298.87;T00447B;N00292C;N00293D;1;Ciutat Vella;11620;276908;Carrer;Carrer Rec;38 <=> 44;1;Ciutat Vella;11630;276908;Carrer;Carrer Rec;59 <=> 65;0;141.24609150337145
Point (431696.60438377526588738 4581806.3612216180190444);431702.659;4581796.366;44.808;298.87;T00447B;N00292C;N00293D;1;Ciutat Vella;11620;276908;Carrer;Carrer Rec;38 <=> 44;1;Ciutat Vella;11630;276908;Carrer;Carrer Rec;59 <=> 65;10;141.24609150337145
Point (431701.8298926274292171 4581797.87016996741294861);431702.659;4581796.366;44.808;298.87;T00447B;N00292C;N00293D;1;Ciutat Vella;11620;276908;Carrer;Carrer Rec;38 <=> 44;1;Ciutat Vella;11630;276908;Carrer;Carrer Rec;59 <=> 65;20;151.13413123550356
Point (431707.13009738904656842 4581789.53121665120124817);431702.659;4581796.366;44.808;298.87;T00447B;N00292C;N00293D;1;Ciutat Vella;11620;276908;Carrer;Carrer Rec;38 <=> 44;1;Ciutat Vella;11630;276908;Carrer;Carrer Rec;59 <=> 65;30;125.80457526879644
Point (431715.24026844388572499 4581783.68099225778132677);431702.659;4581796.366;44.808;298.87;T00447B;N00292C;N00293D;1;Ciutat Vella;11620;276908;Carrer;Carrer Rec;38 <=> 44;1;Ciutat Vella;11630;276908;Carrer;Carrer Rec;59 <=> 65;40;125.80457526879644
Point (431695.3059821417555213 4581729.5924723194912076);431700.431;4581740.518;24.137;64.9;T00461Z;N00303O;N00304P;1;Ciutat Vella;11540;114305;Carrer;Carrer Esparteria;8 <=> 14;1;Ciutat Vella;11613;114305;Carrer;Carrer Esparteria;5 <=> 15;0;25.130047377065402
Point (431699.55272482085274532 4581738.64593445416539907);431700.431;4581740.518;24.137;64.9;T00461Z;N00303O;N00304P;1;Ciutat Vella;11540;114305;Carrer;Carrer Esparteria;8 <=> 14;1;Ciutat Vella;11613;114305;Carrer;Carrer Esparteria;5 <=> 15;10;25.130047377065402
Point (431703.79946749989176169 4581747.69939658790826797);431700.431;4581740.518;24.137;64.9;T00461Z;N00303O;N00304P;1;Ciutat Vella;11540;114305;Carrer;Carrer Esparteria;8 <=> 14;1;Ciutat Vella;11613;114305;Carrer;Carrer Esparteria;5 <=> 15;20;25.130047377065402
Point (431667.45048275700537488 4581932.7379944222047925);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;0;134.812334997123
Point (431674.54467297694645822 4581925.69012487679719925);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;10;134.812334997123
Point (431681.63886319688754156 4581918.64225533232092857);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;20;134.812334997123
Point (431688.73305341677041724 4581911.59438578691333532);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;30;134.812334997123
Point (431695.82724363671150059 4581904.54651624243706465);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;40;134.812334997123
Point (431702.92143385665258393 4581897.4986466970294714);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;50;134.812334997123
Point (431710.01562407659366727 4581890.45077715255320072);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;60;134.812334997123
Point (431717.10981429653475061 4581883.40290760714560747);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;70;134.812334997123
Point (431724.20400451641762629 4581876.35503806173801422);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;80;134.812334997123
Point (431731.29819473635870963 4581869.30716851726174355);431699.768;4581900.632;91.109;315.19;T00494I;N00321Q;N00298I;1;Ciutat Vella;11730;85309;Plaça;Plaça Comercial;1 <=> 8;1;Ciutat Vella;11500;85309;Plaça;Plaça Comercial;12;90;134.812334997123
Point (431688.58685321145458147 4581713.99049930647015572);431699.415;4581708.582;24.207;-27;T00466E;N00302N;N00265Z;1;Ciutat Vella;11550;360108;Carrer;Carrer Vidrieria;12 <=> 16;1;Ciutat Vella;11540;360108;Carrer;Carrer Vidrieria;13 <=> 15;0;116.5421980530015
Point (431697.53290817618835717 4581709.52193123940378428);431699.415;4581708.582;24.207;-27;T00466E;N00302N;N00265Z;1;Ciutat Vella;11550;360108;Carrer;Carrer Vidrieria;12 <=> 16;1;Ciutat Vella;11540;360108;Carrer;Carrer Vidrieria;13 <=> 15;10;116.5421980530015
Point (431706.47896314092213288 4581705.05336317233741283);431699.415;4581708.582;24.207;-27;T00466E;N00302N;N00265Z;1;Ciutat Vella;11550;360108;Carrer;Carrer Vidrieria;12 <=> 16;1;Ciutat Vella;11540;360108;Carrer;Carrer Vidrieria;13 <=> 15;20;116.5421980530015
Point (431691.35132161475485191 4581643.46437027864158154);431697.523;4581654.584;25.436;60.97;T00468G;N00172V;N00286E;1;Ciutat Vella;11380;235300;Plaça;Plaça Olles;10 - 11;1;Ciutat Vella;11560;235300;Plaça;Plaça Olles;1 <=> 2;0;29.03031608627517
Point (431696.2040448869811371 4581652.20800092257559299);431697.523;4581654.584;25.436;60.97;T00468G;N00172V;N00286E;1;Ciutat Vella;11380;235300;Plaça;Plaça Olles;10 - 11;1;Ciutat Vella;11560;235300;Plaça;Plaça Olles;1 <=> 2;10;29.03031608627517
Point (431701.05676815920742229 4581660.95163156744092703);431697.523;4581654.584;25.436;60.97;T00468G;N00172V;N00286E;1;Ciutat Vella;11380;235300;Plaça;Plaça Olles;10 - 11;1;Ciutat Vella;11560;235300;Plaça;Plaça Olles;1 <=> 2;20;29.03031608627517
Point (431667.45048275700537488 4581932.7379944222047925);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;0;45.51838778371844
Point (431674.58523629087721929 4581939.74479768797755241);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;10;45.51838778371844
Point (431681.71998982469085604 4581946.7516009546816349);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;20;45.51838778371844
Point (431688.85474335856270045 4581953.75840422045439482);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;30;45.51838778371844
Point (431695.98949689243454486 4581960.76520748715847731);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;40;45.51838778371844
Point (431703.12425042624818161 4581967.77201075293123722);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;50;45.51838778371844
Point (431710.25900396012002602 4581974.77881401963531971);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;60;45.51838778371844
Point (431717.39375749399187043 4581981.78561728540807962);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;70;45.51838778371844
Point (431724.52851102780550718 4581988.79242055211216211);431696.862;4581961.622;82.445;44.5;T00490E;N00321Q;N00322R;1;Ciutat Vella;11500;137606;Carrer;Carrer Fusina;4;1;Ciutat Vella;11770;137606;Carrer;Carrer Fusina;3 <=> 15;80;45.51838778371844
Point (431678.20338975818594918 4581786.71468937303870916);431695.185;4581776.118;40.034;-32;T00482E;N00314R;N00305Q;1;Ciutat Vella;11613;55104;Carrer;Carrer Calders;2 <=> 6;1;Ciutat Vella;11620;55104;Carrer;Carrer Calders;1 <=> 9;0;121.96516063837441
Point (431686.68709138716803864 4581781.42065436486154795);431695.185;4581776.118;40.034;-32;T00482E;N00314R;N00305Q;1;Ciutat Vella;11613;55104;Carrer;Carrer Calders;2 <=> 6;1;Ciutat Vella;11620;55104;Carrer;Carrer Calders;1 <=> 9;10;121.96516063837441
Point (431695.1707930161501281 4581776.12661935575306416);431695.185;4581776.118;40.034;-32;T00482E;N00314R;N00305Q;1;Ciutat Vella;11613;55104;Carrer;Carrer Calders;2 <=> 6;1;Ciutat Vella;11620;55104;Carrer;Carrer Calders;1 <=> 9;20;121.96516063837441
Point (431703.65449464513221756 4581770.83258434757590294);431695.185;4581776.118;40.034;-32;T00482E;N00314R;N00305Q;1;Ciutat Vella;11613;55104;Carrer;Carrer Calders;2 <=> 6;1;Ciutat Vella;11620;55104;Carrer;Carrer Calders;1 <=> 9;30;121.96516063837441
Point (431712.13819627411430702 4581765.53854933939874172);431695.185;4581776.118;40.034;-32;T00482E;N00314R;N00305Q;1;Ciutat Vella;11613;55104;Carrer;Carrer Calders;2 <=> 6;1;Ciutat Vella;11620;55104;Carrer;Carrer Calders;1 <=> 9;40;121.96516063837441
Point (431684.05724086659029126 4581765.92961319256573915);431694.807;4581758.687;25.923;326.03;T15633A;N09702J;N00304P;1;Ciutat Vella;11613;19600;Carrer;Carrer Volta d'en Dusai;2 <=> 6;1;Ciutat Vella;11613;19600;Carrer;Carrer Volta d'en Dusai;1 <=> 7;0;123.97064284581892
Point (431692.35048069077311084 4581760.34193270653486252);431694.807;4581758.687;25.923;326.03;T15633A;N09702J;N00304P;1;Ciutat Vella;11613;19600;Carrer;Carrer Volta d'en Dusai;2 <=> 6;1;Ciutat Vella;11613;19600;Carrer;Carrer Volta d'en Dusai;1 <=> 7;10;123.97064284581892
Point (431700.64372051495593041 4581754.75425221957266331);431694.807;4581758.687;25.923;326.03;T15633A;N09702J;N00304P;1;Ciutat Vella;11613;19600;Carrer;Carrer Volta d'en Dusai;2 <=> 6;1;Ciutat Vella;11613;19600;Carrer;Carrer Volta d'en Dusai;1 <=> 7;20;123.97064284581892
Point (431690.34461706090951338 4581814.15963944979012012);431693.715;4581823.335;19.549;69.83;T00616A;N00292C;N00297H;1;Ciutat Vella;11630;46409;Passeig;Passeig Born;32;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;0;20.17159417817219
Point (431693.79294581181602553 4581823.54628042690455914);431693.715;4581823.335;19.549;69.83;T00616A;N00292C;N00297H;1;Ciutat Vella;11630;46409;Passeig;Passeig Born;32;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;10;20.17159417817219
Point (431688.58685321145458147 4581713.99049930647015572);431691.946;4581721.791;16.987;66.7;T00460Y;N00302N;N00303O;1;Ciutat Vella;11540;114305;Carrer;Carrer Esparteria;8 <=> 14;1;Ciutat Vella;11613;114305;Carrer;Carrer Esparteria;5 <=> 15;0;23.299559488938975
Point (431692.54223762342007831 4581723.17499353084713221);431691.946;4581721.791;16.987;66.7;T00460Y;N00302N;N00303O;1;Ciutat Vella;11540;114305;Carrer;Carrer Esparteria;8 <=> 14;1;Ciutat Vella;11613;114305;Carrer;Carrer Esparteria;5 <=> 15;10;23.299559488938975
Point (431633.08756077865837142 4581399.13403760083019733);431691.534;4581360.706;168.978;356.86;T21475T;N11344G;N00161S;1;Ciutat Vella;10898;248050;Plaça;Plaça Pau Vila;10;1;Ciutat Vella;10898;248050;Plaça;Plaça Pau Vila;6 - 9;150;315.6947020178294
Point (431626.10274617292452604 4581406.2903191028162837);431691.534;4581360.706;168.978;356.86;T21475T;N11344G;N00161S;1;Ciutat Vella;10898;248050;Plaça;Plaça Pau Vila;10;1;Ciutat Vella;10898;248050;Plaça;Plaça Pau Vila;6 - 9;160;315.6947020178294
Point (431684.34971219790168107 4581827.89870589878410101);431690.718;4581830.204;13.545;19.9;T00610U;N00299J;N00297H;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25;0;70.09791919437329
Point (431693.75246984645491466 4581831.30284288246184587);431690.718;4581830.204;13.545;19.9;T00610U;N00299J;N00297H;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25;10;70.09791919437329
Point (431677.36656428396236151 4581678.24652952048927546);431690.531;4581671.975;29.163;334.53;T00438A;N00284C;N00286E;1;Ciutat Vella;11560;97501;Carrer;Carrer Dames;2 <=> 6;1;Ciutat Vella;11550;97501;Carrer;Carrer Dames;1 <=> 3;0;115.4723948327986
Point (431686.39449028682429343 4581673.945767717435956);431690.531;4581671.975;29.163;334.53;T00438A;N00284C;N00286E;1;Ciutat Vella;11560;97501;Carrer;Carrer Dames;2 <=> 6;1;Ciutat Vella;11550;97501;Carrer;Carrer Dames;1 <=> 3;10;115.4723948327986
Point (431695.42241628962801769 4581669.64500591438263655);431690.531;4581671.975;29.163;334.53;T00438A;N00284C;N00286E;1;Ciutat Vella;11560;97501;Carrer;Carrer Dames;2 <=> 6;1;Ciutat Vella;11550;97501;Carrer;Carrer Dames;1 <=> 3;20;115.4723948327986
Point (431681.51773650600807741 4581700.06853151973336935);431685.052;4581707.03;15.614;63.08;T00459F;N00301M;N00302N;1;Ciutat Vella;11550;114305;Carrer;Carrer Esparteria;6;1;Ciutat Vella;11600;114305;Carrer;Carrer Esparteria;3 B;0;26.919959964128495
Point (431686.04519005364272743 4581708.98493014089763165);431685.052;4581707.03;15.614;63.08;T00459F;N00301M;N00302N;1;Ciutat Vella;11550;114305;Carrer;Carrer Esparteria;6;1;Ciutat Vella;11600;114305;Carrer;Carrer Esparteria;3 B;10;26.919959964128495
Point (431678.20338975818594918 4581786.71468937303870916);431684.274;4581800.437;30.011;66.14;T00615Z;N00314R;N00292C;1;Ciutat Vella;11620;46409;Passeig;Passeig Born;26 - 28 <=> 30;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;0;23.863867616313183
Point (431682.2490392696345225 4581795.85978204756975174);431684.274;4581800.437;30.011;66.14;T00615Z;N00314R;N00292C;1;Ciutat Vella;11620;46409;Passeig;Passeig Born;26 - 28 <=> 30;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;10;23.863867616313183
Point (431686.29468878102488816 4581805.00487472303211689);431684.274;4581800.437;30.011;66.14;T00615Z;N00314R;N00292C;1;Ciutat Vella;11620;46409;Passeig;Passeig Born;26 - 28 <=> 30;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;20;23.863867616313183
Point (431690.34033829247346148 4581814.14996739756315947);431684.274;4581800.437;30.011;66.14;T00615Z;N00314R;N00292C;1;Ciutat Vella;11620;46409;Passeig;Passeig Born;26 - 28 <=> 30;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;30;23.863867616313183
Point (431670.97305830963887274 4581744.56467956677079201);431683.14;4581737.079;28.57;328.4;T15631Y;N09701I;N00303O;1;Ciutat Vella;11613;131508;Carrer;Carrer Formatgeria;2 <=> 12;1;Ciutat Vella;11613;131508;Carrer;Carrer Formatgeria;1 <=> 5;0;121.60425761538148
Point (431679.48993825673824176 4581739.32418760843575001);431683.14;4581737.079;28.57;328.4;T15631Y;N09701I;N00303O;1;Ciutat Vella;11613;131508;Carrer;Carrer Formatgeria;2 <=> 12;1;Ciutat Vella;11613;131508;Carrer;Carrer Formatgeria;1 <=> 5;10;121.60425761538148
Point (431688.00681820383761078 4581734.08369565010070801);431683.14;4581737.079;28.57;328.4;T15631Y;N09701I;N00303O;1;Ciutat Vella;11613;131508;Carrer;Carrer Formatgeria;2 <=> 12;1;Ciutat Vella;11613;131508;Carrer;Carrer Formatgeria;1 <=> 5;20;121.60425761538148
Point (431709.4826394523261115 4581549.99308963678777218);431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11970;240707;Pla;Pla Palau;22;0;300.7482800992402
Point (431700.8884218615712598 4581555.10576251894235611);431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11970;240707;Pla;Pla Palau;22;10;300.7482800992402
Point (431692.2942042708164081 4581560.21843540202826262);431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11970;240707;Pla;Pla Palau;22;20;300.7482800992402
Point (431683.6999866800615564 4581565.33110828418284655);431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11970;240707;Pla;Pla Palau;22;30;300.7482800992402
Point (431675.1057690893067047 4581570.44378116633743048);431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11970;240707;Pla;Pla Palau;22;40;300.7482800992402
Point (431666.51155149861006066 4581575.55645404942333698);431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11970;240707;Pla;Pla Palau;22;50;300.7482800992402
Point (431657.59630229201866314 4581578.72657108679413795);431682.695;4581565.929;63.295;329.25;T00269B;N00163U;N00170T;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11970;240707;Pla;Pla Palau;22;60;258.0197707970366
Point (431679.66862505744211376 4581817.38272524811327457);431682.009;4581822.641;11.511;66;T00609B;N00332T;N00299J;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;1;Ciutat Vella;11720;46409;Passeig;Passeig Born;23;0;23.995775166472885
Point (431683.73531785380328074 4581826.51847971603274345);431682.009;4581822.641;11.511;66;T00609B;N00332T;N00299J;1;Ciutat Vella;11642;46409;Passeig;Passeig Born;9999;1;Ciutat Vella;11720;46409;Passeig;Passeig Born;23;10;23.995775166472885
Point (431653.64689595950767398 4581463.48937992285937071);431681.565;4581506.741;102.959;57.16;T00252S;N00162T;N00163U;1;Ciutat Vella;11950;163504;Passeig;Passeig Isabel II;8 <=> 14 B;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;0;32.841120033881396
Point (431659.07000924495514482 4581471.89115606248378754);431681.565;4581506.741;102.959;57.16;T00252S;N00162T;N00163U;1;Ciutat Vella;11950;163504;Passeig;Passeig Isabel II;8 <=> 14 B;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;10;32.841120033881396
Point (431664.49312253046082333 4581480.29293220117688179);431681.565;4581506.741;102.959;57.16;T00252S;N00162T;N00163U;1;Ciutat Vella;11950;163504;Passeig;Passeig Isabel II;8 <=> 14 B;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;20;32.841120033881396
Point (431669.91623581590829417 4581488.69470834080129862);431681.565;4581506.741;102.959;57.16;T00252S;N00162T;N00163U;1;Ciutat Vella;11950;163504;Passeig;Passeig Isabel II;8 <=> 14 B;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;30;32.841120033881396
Point (431675.33934910135576501 4581497.09648447949439287);431681.565;4581506.741;102.959;57.16;T00252S;N00162T;N00163U;1;Ciutat Vella;11950;163504;Passeig;Passeig Isabel II;8 <=> 14 B;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;40;32.841120033881396
