wkt_geom;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq;distance;angle
Point (431632.70552800572477281 4581542.75812676269561052);431638.306;4581551.879;61.406;58.45;T16535D;N00231P;N00170T;1;Ciutat Vella;11970;89809;Carrer;Carrer Consolat de Mar;2 - 4;1;Ciutat Vella;11990;89809;Carrer;Carrer Consolat de Mar;27 - 29 <=> 47;20;31.55299504970139
Point (431637.93839781050337479 4581551.2796919709071517);431638.306;4581551.879;61.406;58.45;T16535D;N00231P;N00170T;1;Ciutat Vella;11970;89809;Carrer;Carrer Consolat de Mar;2 - 4;1;Ciutat Vella;11990;89809;Carrer;Carrer Consolat de Mar;27 - 29 <=> 47;30;31.55299504970139
Point (431643.17126761534018442 4581559.80125718005001545);431638.306;4581551.879;61.406;58.45;T16535D;N00231P;N00170T;1;Ciutat Vella;11970;89809;Carrer;Carrer Consolat de Mar;2 - 4;1;Ciutat Vella;11990;89809;Carrer;Carrer Consolat de Mar;27 - 29 <=> 47;40;31.55299504970139
Point (431648.40413742011878639 4581568.32282238826155663);431638.306;4581551.879;61.406;58.45;T16535D;N00231P;N00170T;1;Ciutat Vella;11970;89809;Carrer;Carrer Consolat de Mar;2 - 4;1;Ciutat Vella;11990;89809;Carrer;Carrer Consolat de Mar;27 - 29 <=> 47;50;31.55299504970139
Point (431653.63700722489738837 4581576.84438759740442038);431638.306;4581551.879;61.406;58.45;T16535D;N00231P;N00170T;1;Ciutat Vella;11970;89809;Carrer;Carrer Consolat de Mar;2 - 4;1;Ciutat Vella;11990;89809;Carrer;Carrer Consolat de Mar;27 - 29 <=> 47;60;31.55299504970139
Point (431619.83145795681048185 4581412.71555819362401962);431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;1;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;0;33.66367203773498
Point (431625.37462617323035374 4581421.03861569240689278);431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;1;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;10;33.66367203773498
Point (431630.91779438965022564 4581429.36167319118976593);431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;1;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;20;33.66367203773498
Point (431636.46096260607009754 4581437.68473068904131651);431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;1;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;30;33.66367203773498
Point (431642.00413082248996943 4581446.00778818782418966);431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;1;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;40;33.66367203773498
Point (431647.54729903890984133 4581454.33084568660706282);431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;1;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;50;33.66367203773498
Point (431653.09046725532971323 4581462.65390318538993597);431636.739;4581438.102;61.004;56.3;T00251R;N00161S;N00162T;1;Ciutat Vella;11960;163504;Passeig;Passeig Isabel II;2 <=> 6;1;Ciutat Vella;11970;163504;Passeig;Passeig Isabel II;1 - 3;60;33.66367203773498
Point (431620.40839735756162554 4581667.86094504315406084);431635.552;4581664.368;32.043;1.47;T00435X;N00279F;N00282A;1;Ciutat Vella;11580;132307;Plaça;Plaça Fossar de les Moreres;2 B <=> 4 B;1;Ciutat Vella;11590;132307;Plaça;Plaça Fossar de les Moreres;1 - 7;0;117.5259279604079
Point (431629.50170046486891806 4581664.21304231602698565);431635.552;4581664.368;32.043;1.47;T00435X;N00279F;N00282A;1;Ciutat Vella;11580;132307;Plaça;Plaça Fossar de les Moreres;2 B <=> 4 B;1;Ciutat Vella;11590;132307;Plaça;Plaça Fossar de les Moreres;1 - 7;10;88.53135283551504
Point (431639.49841546086827293 4581664.46934153325855732);431635.552;4581664.368;32.043;1.47;T00435X;N00279F;N00282A;1;Ciutat Vella;11580;132307;Plaça;Plaça Fossar de les Moreres;2 B <=> 4 B;1;Ciutat Vella;11590;132307;Plaça;Plaça Fossar de les Moreres;1 - 7;20;88.53135283551504
Point (431649.1804196506855078 4581665.44865713454782963);431635.552;4581664.368;32.043;1.47;T00435X;N00279F;N00282A;1;Ciutat Vella;11580;132307;Plaça;Plaça Fossar de les Moreres;2 B <=> 4 B;1;Ciutat Vella;11590;132307;Plaça;Plaça Fossar de les Moreres;1 - 7;30;44.42409093799685
Point (431618.74600669764913619 4581748.39308102522045374);431629.476;4581742.634;24.355;331.78;T00607Z;N00319W;N00409X;1;Ciutat Vella;11780;217603;Placeta;Placeta Montcada;12 <=> 14;1;Ciutat Vella;11641;217603;Placeta;Placeta Montcada;9 <=> 11;0;118.2216829174092
Point (431627.55725227418588474 4581743.66423852555453777);431629.476;4581742.634;24.355;331.78;T00607Z;N00319W;N00409X;1;Ciutat Vella;11780;217603;Placeta;Placeta Montcada;12 <=> 14;1;Ciutat Vella;11641;217603;Placeta;Placeta Montcada;9 <=> 11;10;118.2216829174092
Point (431636.3684978507226333 4581738.93539602495729923);431629.476;4581742.634;24.355;331.78;T00607Z;N00319W;N00409X;1;Ciutat Vella;11780;217603;Placeta;Placeta Montcada;12 <=> 14;1;Ciutat Vella;11641;217603;Placeta;Placeta Montcada;9 <=> 11;20;118.2216829174092
Point (431620.40839735756162554 4581667.86094504315406084);431628.343;4581682.39;33.109;61.4;T00428Y;N00279F;N00280Y;1;Ciutat Vella;11590;317302;Carrer;Carrer Santa Maria;8 <=> 16;1;Ciutat Vella;11780;317302;Carrer;Carrer Santa Maria;1;0;28.637688295978354
Point (431625.20109013997716829 4581676.63762413524091244);431628.343;4581682.39;33.109;61.4;T00428Y;N00279F;N00280Y;1;Ciutat Vella;11590;317302;Carrer;Carrer Santa Maria;8 <=> 16;1;Ciutat Vella;11780;317302;Carrer;Carrer Santa Maria;1;10;28.637688295978354
Point (431629.99378292239271104 4581685.41430322825908661);431628.343;4581682.39;33.109;61.4;T00428Y;N00279F;N00280Y;1;Ciutat Vella;11590;317302;Carrer;Carrer Santa Maria;8 <=> 16;1;Ciutat Vella;11780;317302;Carrer;Carrer Santa Maria;1;20;28.637688295978354
Point (431634.78647570480825379 4581694.19098232034593821);431628.343;4581682.39;33.109;61.4;T00428Y;N00279F;N00280Y;1;Ciutat Vella;11590;317302;Carrer;Carrer Santa Maria;8 <=> 16;1;Ciutat Vella;11780;317302;Carrer;Carrer Santa Maria;1;30;28.637688295978354
Point (431607.2582056678365916 4581645.30701008718460798);431627.715;4581633.094;47.65;-31;T00429Z;N00278E;N00281Z;1;Ciutat Vella;12000;113801;Carrer;Carrer Espaseria;2 <=> 22;1;Ciutat Vella;11580;113801;Carrer;Carrer Espaseria;1 - 3 <=> 9 - 11;0;120.8369561809886
Point (431615.84450013807509094 4581640.18104215245693922);431627.715;4581633.094;47.65;-31;T00429Z;N00278E;N00281Z;1;Ciutat Vella;12000;113801;Carrer;Carrer Espaseria;2 <=> 22;1;Ciutat Vella;11580;113801;Carrer;Carrer Espaseria;1 - 3 <=> 9 - 11;10;120.8369561809886
Point (431624.43079460831359029 4581635.05507421679794788);431627.715;4581633.094;47.65;-31;T00429Z;N00278E;N00281Z;1;Ciutat Vella;12000;113801;Carrer;Carrer Espaseria;2 <=> 22;1;Ciutat Vella;11580;113801;Carrer;Carrer Espaseria;1 - 3 <=> 9 - 11;20;120.8369561809886
Point (431633.01708907855208963 4581629.92910628207027912);431627.715;4581633.094;47.65;-31;T00429Z;N00278E;N00281Z;1;Ciutat Vella;12000;113801;Carrer;Carrer Espaseria;2 <=> 22;1;Ciutat Vella;11580;113801;Carrer;Carrer Espaseria;1 - 3 <=> 9 - 11;30;120.8369561809886
Point (431641.60338354879058897 4581624.80313834734261036);431627.715;4581633.094;47.65;-31;T00429Z;N00278E;N00281Z;1;Ciutat Vella;12000;113801;Carrer;Carrer Espaseria;2 <=> 22;1;Ciutat Vella;11580;113801;Carrer;Carrer Espaseria;1 - 3 <=> 9 - 11;40;120.8369561809886
Point (431612.8650244555901736 4581751.92613098304718733);431626.899;4581772.185;49.474;56.19;T19283O;N00354Z;N00353Y;1;Ciutat Vella;11641;221906;Carrer;Carrer Mosques;2 <=> 8;1;Ciutat Vella;11670;221906;Carrer;Carrer Mosques;1 - 3 <=> 5 - 7;0;38.56998372374036
Point (431618.74190658709267154 4581760.00640037190169096);431626.899;4581772.185;49.474;56.19;T19283O;N00354Z;N00353Y;1;Ciutat Vella;11641;221906;Carrer;Carrer Mosques;2 <=> 8;1;Ciutat Vella;11670;221906;Carrer;Carrer Mosques;1 - 3 <=> 5 - 7;10;33.811999993941775
Point (431624.30660302902106196 4581768.31507977936416864);431626.899;4581772.185;49.474;56.19;T19283O;N00354Z;N00353Y;1;Ciutat Vella;11641;221906;Carrer;Carrer Mosques;2 <=> 8;1;Ciutat Vella;11670;221906;Carrer;Carrer Mosques;1 - 3 <=> 5 - 7;20;33.811999993941775
Point (431630.03361017868155614 4581776.50566359981894493);431626.899;4581772.185;49.474;56.19;T19283O;N00354Z;N00353Y;1;Ciutat Vella;11641;221906;Carrer;Carrer Mosques;2 <=> 8;1;Ciutat Vella;11670;221906;Carrer;Carrer Mosques;1 - 3 <=> 5 - 7;30;38.266495169304555
Point (431635.84808330953819677 4581784.62609702069312334);431626.899;4581772.185;49.474;56.19;T19283O;N00354Z;N00353Y;1;Ciutat Vella;11641;221906;Carrer;Carrer Mosques;2 <=> 8;1;Ciutat Vella;11670;221906;Carrer;Carrer Mosques;1 - 3 <=> 5 - 7;40;32.51330063031152
Point (431615.29055945831350982 4581953.43642116244882345);431626.213;4581933.419;45.608;-61;T00527A;N00335W;N00320P;1;Ciutat Vella;11740;276908;Carrer;Carrer Rec;10 <=> 16;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;0;151.3803499128761
Point (431620.08048887527547777 4581944.65823363978415728);431626.213;4581933.419;45.608;-61;T00527A;N00335W;N00320P;1;Ciutat Vella;11740;276908;Carrer;Carrer Rec;10 <=> 16;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;10;151.3803499128761
Point (431624.87041829229565337 4581935.8800461171194911);431626.213;4581933.419;45.608;-61;T00527A;N00335W;N00320P;1;Ciutat Vella;11740;276908;Carrer;Carrer Rec;10 <=> 16;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;20;151.3803499128761
Point (431629.66034770925762132 4581927.1018585953861475);431626.213;4581933.419;45.608;-61;T00527A;N00335W;N00320P;1;Ciutat Vella;11740;276908;Carrer;Carrer Rec;10 <=> 16;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;30;151.3803499128761
Point (431634.45027712627779692 4581918.32367107272148132);431626.213;4581933.419;45.608;-61;T00527A;N00335W;N00320P;1;Ciutat Vella;11740;276908;Carrer;Carrer Rec;10 <=> 16;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;40;151.3803499128761
Point (431620.79861514898948371 4581564.83178416267037392);431625.977;4581573.353;19.942;58.71;T16534C;N09906T;N00232Q;1;Ciutat Vella;11990;243705;Carrer;Carrer Panses;2 <=> 8;1;Ciutat Vella;11990;243705;Carrer;Carrer Panses;1 <=> 5;0;31.28644576198087
Point (431625.99178476264933124 4581573.37760123051702976);431625.977;4581573.353;19.942;58.71;T16534C;N09906T;N00232Q;1;Ciutat Vella;11990;243705;Carrer;Carrer Panses;2 <=> 8;1;Ciutat Vella;11990;243705;Carrer;Carrer Panses;1 <=> 5;10;31.28644576198087
Point (431639.9853790660854429 4581793.07898859772831202);431624.3;4581800.755;35.078;333.92;T00532X;N00353Y;N00351W;1;Ciutat Vella;11650;321503;Carrer;Carrer Seca;2 A <=> 2 C;1;Ciutat Vella;11670;321503;Carrer;Carrer Seca;1 <=> 3 - 5;0;296.0770105625688
Point (431631.00333881343249232 4581797.47477668430656195);431624.3;4581800.755;35.078;333.92;T00532X;N00353Y;N00351W;1;Ciutat Vella;11650;321503;Carrer;Carrer Seca;2 A <=> 2 C;1;Ciutat Vella;11670;321503;Carrer;Carrer Seca;1 <=> 3 - 5;10;296.0770105625688
Point (431622.10124611359788105 4581802.00902891997247934);431624.3;4581800.755;35.078;333.92;T00532X;N00353Y;N00351W;1;Ciutat Vella;11650;321503;Carrer;Carrer Seca;2 A <=> 2 C;1;Ciutat Vella;11670;321503;Carrer;Carrer Seca;1 <=> 3 - 5;20;303.92624106967537
Point (431613.80367856693919748 4581807.59028082340955734);431624.3;4581800.755;35.078;333.92;T00532X;N00353Y;N00351W;1;Ciutat Vella;11650;321503;Carrer;Carrer Seca;2 A <=> 2 C;1;Ciutat Vella;11670;321503;Carrer;Carrer Seca;1 <=> 3 - 5;30;303.92624106967537
Point (431612.39736630622064695 4581928.60740507114678621);431622.913;4581918.98;30.528;-43;T00506V;N00336X;N00320P;1;Ciutat Vella;11710;345501;Carrer;Carrer Triangle;4 <=> 8;1;Ciutat Vella;11740;345501;Carrer;Carrer Triangle;1 <=> 7;0;132.4751006767178
Point (431619.77307492535328493 4581921.85470765735954046);431622.913;4581918.98;30.528;-43;T00506V;N00336X;N00320P;1;Ciutat Vella;11710;345501;Carrer;Carrer Triangle;4 <=> 8;1;Ciutat Vella;11740;345501;Carrer;Carrer Triangle;1 <=> 7;10;132.4751006767178
Point (431627.1487835444859229 4581915.10201024264097214);431622.913;4581918.98;30.528;-43;T00506V;N00336X;N00320P;1;Ciutat Vella;11710;345501;Carrer;Carrer Triangle;4 <=> 8;1;Ciutat Vella;11740;345501;Carrer;Carrer Triangle;1 <=> 7;20;132.4751006767178
Point (431636.60899626516038552 4581913.42151475418359041);431622.913;4581918.98;30.528;-43;T00506V;N00336X;N00320P;1;Ciutat Vella;11710;345501;Carrer;Carrer Triangle;4 <=> 8;1;Ciutat Vella;11740;345501;Carrer;Carrer Triangle;1 <=> 7;30;92.20692113967911
Point (431611.50986109639052302 4581599.09190704673528671);431621.332;4581590.483;26.123;-41;T00365A;N00223P;N00232Q;1;Ciutat Vella;11990;56300;Carrer;Carrer Canvis Vells;4 <=> 10;1;Ciutat Vella;12000;56300;Carrer;Carrer Canvis Vells;1 <=> 15 - 17;0;131.23360963636893
Point (431619.03014502645237371 4581592.50059992168098688);431621.332;4581590.483;26.123;-41;T00365A;N00223P;N00232Q;1;Ciutat Vella;11990;56300;Carrer;Carrer Canvis Vells;4 <=> 10;1;Ciutat Vella;12000;56300;Carrer;Carrer Canvis Vells;1 <=> 15 - 17;10;131.23360963636893
Point (431626.55042895657243207 4581585.90929279755800962);431621.332;4581590.483;26.123;-41;T00365A;N00223P;N00232Q;1;Ciutat Vella;11990;56300;Carrer;Carrer Canvis Vells;4 <=> 10;1;Ciutat Vella;12000;56300;Carrer;Carrer Canvis Vells;1 <=> 15 - 17;20;131.23360963636893
Point (431604.44191133650019765 4581870.35337614826858044);431620.789;4581891.877;54.056;52.8;T00505U;N00329Y;N00320P;1;Ciutat Vella;11720;291708;Carrer;Carrer Sabateret;2 <=> 6;1;Ciutat Vella;11710;291708;Carrer;Carrer Sabateret;1 - 3 <=> 7;0;37.2162987653101
Point (431610.49016810616012663 4581878.31695512030273676);431620.789;4581891.877;54.056;52.8;T00505U;N00329Y;N00320P;1;Ciutat Vella;11720;291708;Carrer;Carrer Sabateret;2 <=> 6;1;Ciutat Vella;11710;291708;Carrer;Carrer Sabateret;1 - 3 <=> 7;10;37.2162987653101
Point (431616.53842487587826326 4581886.28053409326821566);431620.789;4581891.877;54.056;52.8;T00505U;N00329Y;N00320P;1;Ciutat Vella;11720;291708;Carrer;Carrer Sabateret;2 <=> 6;1;Ciutat Vella;11710;291708;Carrer;Carrer Sabateret;1 - 3 <=> 7;20;37.2162987653101
Point (431622.58668164553819224 4581894.24411306530237198);431620.789;4581891.877;54.056;52.8;T00505U;N00329Y;N00320P;1;Ciutat Vella;11720;291708;Carrer;Carrer Sabateret;2 <=> 6;1;Ciutat Vella;11710;291708;Carrer;Carrer Sabateret;1 - 3 <=> 7;30;37.2162987653101
Point (431628.63493841519812122 4581902.2076920373365283);431620.789;4581891.877;54.056;52.8;T00505U;N00329Y;N00320P;1;Ciutat Vella;11720;291708;Carrer;Carrer Sabateret;2 <=> 6;1;Ciutat Vella;11710;291708;Carrer;Carrer Sabateret;1 - 3 <=> 7;40;37.2162987653101
Point (431634.6831951848580502 4581910.17127100937068462);431620.789;4581891.877;54.056;52.8;T00505U;N00329Y;N00320P;1;Ciutat Vella;11720;291708;Carrer;Carrer Sabateret;2 <=> 6;1;Ciutat Vella;11710;291708;Carrer;Carrer Sabateret;1 - 3 <=> 7;50;37.2162987653101
Point (431620.10450384253636003 4582009.56505674030631781);431616.127;4582016.832;23.431;-61;T00511S;N00340T;N00325U;1;Ciutat Vella;41720;85400;Carrer;Carrer Comerç;38 <=> 40;1;Ciutat Vella;41730;85400;Carrer;Carrer Comerç;11 <=> 17;20;151.3035208255087
Point (431612.8650244555901736 4581751.92613098304718733);431615.806;4581750.16;6.861;329;T00606Y;N00354Z;N00319W;1;Ciutat Vella;11800;217603;Placeta;Placeta Montcada;10;1;Ciutat Vella;11641;217603;Placeta;Placeta Montcada;7;0;120.99570007006989
Point (431607.2582056678365916 4581645.30701008718460798);431613.833;4581656.584;26.108;59.76;T00427X;N00278E;N00279F;1;Ciutat Vella;11580;317302;Carrer;Carrer Santa Maria;2 <=> 6;1;Ciutat Vella;11780;317302;Carrer;Carrer Santa Maria;1;0;30.24455074374572
Point (431612.29512384347617626 4581653.94584422651678324);431613.833;4581656.584;26.108;59.76;T00427X;N00278E;N00279F;1;Ciutat Vella;11580;317302;Carrer;Carrer Santa Maria;2 <=> 6;1;Ciutat Vella;11780;317302;Carrer;Carrer Santa Maria;1;10;30.24455074374572
Point (431617.33204201911576092 4581662.58467836678028107);431613.833;4581656.584;26.108;59.76;T00427X;N00278E;N00279F;1;Ciutat Vella;11580;317302;Carrer;Carrer Santa Maria;2 <=> 6;1;Ciutat Vella;11780;317302;Carrer;Carrer Santa Maria;1;20;30.24455074374572
Point (431604.44191133650019765 4581870.35337614826858044);431611.832;4581864.899;18.369;323.57;T00499N;N00329Y;N00330R;1;Ciutat Vella;11670;126701;Carrer;Carrer Flassaders;22 <=> 32;1;Ciutat Vella;11720;126701;Carrer;Carrer Flassaders;23 <=> 45;0;126.42866315761613
Point (431612.48787962726783007 4581864.41516141127794981);431611.832;4581864.899;18.369;323.57;T00499N;N00329Y;N00330R;1;Ciutat Vella;11670;126701;Carrer;Carrer Flassaders;22 <=> 32;1;Ciutat Vella;11720;126701;Carrer;Carrer Flassaders;23 <=> 45;10;126.42866315761613
Point (431604.41278613830218092 4581722.28114958945661783);431611.579;4581735.337;29.787;61.2;T00488K;N00318V;N00319W;1;Ciutat Vella;11780;327907;Carrer;Carrer Sombrerers;2 <=> 6;1;Ciutat Vella;11800;327907;Carrer;Carrer Sombrerers;25 <=> 27;0;28.763026380982346
Point (431609.22466696985065937 4581731.04732337687164545);431611.579;4581735.337;29.787;61.2;T00488K;N00318V;N00319W;1;Ciutat Vella;11780;327907;Carrer;Carrer Sombrerers;2 <=> 6;1;Ciutat Vella;11800;327907;Carrer;Carrer Sombrerers;25 <=> 27;10;28.763026380982346
Point (431614.03654780134093016 4581739.81349716335535049);431611.579;4581735.337;29.787;61.2;T00488K;N00318V;N00319W;1;Ciutat Vella;11780;327907;Carrer;Carrer Sombrerers;2 <=> 6;1;Ciutat Vella;11800;327907;Carrer;Carrer Sombrerers;25 <=> 27;20;28.763026380982346
Point (431619.83145795681048185 4581412.71555819362401962);431609.989;4581395.024;40.491;60.91;T21141A;N00161S;N00205N;1;Ciutat Vella;12152;18006;Plaça;Plaça Antonio López;9999;1;Ciutat Vella;2;0;;;0;0;209.0887119586731
Point (431597.49874054756946862 4581980.88359792344272137);431609.625;4581993.72;35.317;46.6;T00514V;N00342V;N00325U;1;Ciutat Vella;11760;266904;Carrer;Carrer Princesa;46;1;Ciutat Vella;41720;266904;Carrer;Carrer Princesa;49 <=> 51;0;43.372376498441376
Point (431604.36611188773531467 4581988.15265638194978237);431609.625;4581993.72;35.317;46.6;T00514V;N00342V;N00325U;1;Ciutat Vella;11760;266904;Carrer;Carrer Princesa;46;1;Ciutat Vella;41720;266904;Carrer;Carrer Princesa;49 <=> 51;10;43.372376498441376
Point (431611.23348322795936838 4581995.42171484045684338);431609.625;4581993.72;35.317;46.6;T00514V;N00342V;N00325U;1;Ciutat Vella;11760;266904;Carrer;Carrer Princesa;46;1;Ciutat Vella;41720;266904;Carrer;Carrer Princesa;49 <=> 51;20;43.372376498441376
Point (431618.10085456812521443 4582002.69077329989522696);431609.625;4581993.72;35.317;46.6;T00514V;N00342V;N00325U;1;Ciutat Vella;11760;266904;Carrer;Carrer Princesa;46;1;Ciutat Vella;41720;266904;Carrer;Carrer Princesa;49 <=> 51;30;43.372376498441376
Point (431606.28430509514873847 4581921.79544094670563936);431609.341;4581925.201;9.153;48.1;T16601W;N09924V;N00336X;1;Ciutat Vella;11710;210207;Carrer;Carrer Hostal de Sant Antoni;8;1;Ciutat Vella;11700;210207;Carrer;Carrer Hostal de Sant Antoni;7;0;41.90482414051484
Point (431600.90042312076548114 4581938.42150717228651047);431608.095;4581945.929;20.797;46.2;T00503S;N00334V;N00335W;1;Ciutat Vella;11740;91902;Carrer;Carrer Corretger;16;1;Ciutat Vella;11750;91902;Carrer;Carrer Corretger;1 - 3 <=> 11;0;43.78280306104596
Point (431607.81968823343049735 4581945.641186548396945);431608.095;4581945.929;20.797;46.2;T00503S;N00334V;N00335W;1;Ciutat Vella;11740;91902;Carrer;Carrer Corretger;16;1;Ciutat Vella;11750;91902;Carrer;Carrer Corretger;1 - 3 <=> 11;10;43.78280306104596
Point (431614.73895334615372121 4581952.86086592543870211);431608.095;4581945.929;20.797;46.2;T00503S;N00334V;N00335W;1;Ciutat Vella;11740;91902;Carrer;Carrer Corretger;16;1;Ciutat Vella;11750;91902;Carrer;Carrer Corretger;1 - 3 <=> 11;20;43.78280306104596
Point (431597.49874054756946862 4581980.88359792344272137);431607.621;4581967.814;33.232;298.08;T00526Z;N00342V;N00335W;1;Ciutat Vella;11750;276908;Carrer;Carrer Rec;6 - 2 <=> 8;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;0;125.95350421858855
Point (431604.35671771701890975 4581973.93472427595406771);431607.621;4581967.814;33.232;298.08;T00526Z;N00342V;N00335W;1;Ciutat Vella;11750;276908;Carrer;Carrer Rec;6 - 2 <=> 8;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;10;151.92443734670843
Point (431609.06307372252922505 4581965.11144749540835619);431607.621;4581967.814;33.232;298.08;T00526Z;N00342V;N00335W;1;Ciutat Vella;11750;276908;Carrer;Carrer Rec;6 - 2 <=> 8;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;20;151.92443734670843
Point (431613.76942972809774801 4581956.2881707139313221);431607.621;4581967.814;33.232;298.08;T00526Z;N00342V;N00335W;1;Ciutat Vella;11750;276908;Carrer;Carrer Rec;6 - 2 <=> 8;1;Ciutat Vella;11760;276908;Carrer;Carrer Rec;1 - 11 <=> 29;30;151.92443734670843
Point (431600.90042312076548114 4581938.42150717228651047);431606.649;4581933.514;15.116;-40;T00504T;N00334V;N00336X;1;Ciutat Vella;11700;345501;Carrer;Carrer Triangle;2;1;Ciutat Vella;11740;345501;Carrer;Carrer Triangle;1 <=> 7;0;130.48496912850595
Point (431608.50618626538198441 4581931.92902174778282642);431606.649;4581933.514;15.116;-40;T00504T;N00334V;N00336X;1;Ciutat Vella;11700;345501;Carrer;Carrer Triangle;2;1;Ciutat Vella;11740;345501;Carrer;Carrer Triangle;1 <=> 7;10;130.48496912850595
Point (431603.53039198304759338 4581802.19227867946028709);431606.56;4581806.308;10.222;53.64;T15671G;N09721M;N00351W;1;Ciutat Vella;11670;21000;Carrer;Carrer Arc de Sant Vicenç;6;1;Ciutat Vella;11670;21000;Carrer;Carrer Arc de Sant Vicenç;3 B - 5;0;36.35913735749516
Point (431609.45883893722202629 4581810.24544679559767246);431606.56;4581806.308;10.222;53.64;T15671G;N09721M;N00351W;1;Ciutat Vella;11670;21000;Carrer;Carrer Arc de Sant Vicenç;6;1;Ciutat Vella;11670;21000;Carrer;Carrer Arc de Sant Vicenç;3 B - 5;10;36.35913735749516
Point (431596.99006068980088457 4581759.92326347716152668);431604.928;4581755.925;17.775;333.26;T00605X;N00408W;N00354Z;1;Ciutat Vella;11800;217603;Placeta;Placeta Montcada;2 <=> 10;1;Ciutat Vella;11670;217603;Placeta;Placeta Montcada;1 - 3 <=> 5;0;116.73702455083681
Point (431605.92086920724250376 4581755.42430146038532257);431604.928;4581755.925;17.775;333.26;T00605X;N00408W;N00354Z;1;Ciutat Vella;11800;217603;Placeta;Placeta Montcada;2 <=> 10;1;Ciutat Vella;11670;217603;Placeta;Placeta Montcada;1 - 3 <=> 5;10;116.73702455083681
Point (431597.736922659620177 4581609.99602808989584446);431604.623;4581604.544;17.567;-38;T00364Z;N00228U;N00223P;1;Ciutat Vella;12010;56300;Carrer;Carrer Canvis Vells;2;1;Ciutat Vella;12000;56300;Carrer;Carrer Canvis Vells;1 <=> 15 - 17;0;128.3688785169191
Point (431605.57722997962264344 4581603.7888080095872283);431604.623;4581604.544;17.567;-38;T00364Z;N00228U;N00223P;1;Ciutat Vella;12010;56300;Carrer;Carrer Canvis Vells;2;1;Ciutat Vella;12000;56300;Carrer;Carrer Canvis Vells;1 <=> 15 - 17;10;128.3688785169191
Point (431589.38056085462449118 4581827.29342429526150227);431604.301;4581843.369;43.866;47.13;T00531W;N00352X;N00330R;1;Ciutat Vella;11650;79408;Carrer;Carrer Cirera;2 - 4 <=> 8;1;Ciutat Vella;11670;79408;Carrer;Carrer Cirera;1 <=> 11;0;42.865528587501466
Point (431596.18336104397894815 4581834.62294744327664375);431604.301;4581843.369;43.866;47.13;T00531W;N00352X;N00330R;1;Ciutat Vella;11650;79408;Carrer;Carrer Cirera;2 - 4 <=> 8;1;Ciutat Vella;11670;79408;Carrer;Carrer Cirera;1 <=> 11;10;42.865528587501466
Point (431602.98616123333340511 4581841.95247059222310781);431604.301;4581843.369;43.866;47.13;T00531W;N00352X;N00330R;1;Ciutat Vella;11650;79408;Carrer;Carrer Cirera;2 - 4 <=> 8;1;Ciutat Vella;11670;79408;Carrer;Carrer Cirera;1 <=> 11;20;42.865528587501466
Point (431609.78896142268786207 4581849.2819937402382493);431604.301;4581843.369;43.866;47.13;T00531W;N00352X;N00330R;1;Ciutat Vella;11650;79408;Carrer;Carrer Cirera;2 - 4 <=> 8;1;Ciutat Vella;11670;79408;Carrer;Carrer Cirera;1 <=> 11;30;42.865528587501466
